ID,时间,分类,类型,金额,币种,账户1,账户2,备注,已报销,关联账单
qj165928335547118170,2022/7/31 0:02,三餐,支出,45,CNY,邮政储蓄,,,,
qj165934096994513246,2022/8/1 16:02,其它,支出,4,CNY,邮政储蓄,,,,
qj165935718252917771,2022/8/1 20:33,水果,支出,483,CNY,邮政储蓄,,,,
qj165948580500716225,2022/8/1 20:33,其它,转账,180,CNY,邮政储蓄,微信,,,
qj165954070135114246,2022/8/1 23:31,其它,收入,8,CNY,微信,,,,
qj165954089488515700,2022/8/1 23:34,日用品,支出,40.9,CNY,邮政储蓄,,口罩19.5+21.4,,
qj165948581757512265,2022/8/2 8:16,交通,支出,113,CNY,微信,,,,
qj165948582339913876,2022/8/2 8:16,饮料,支出,3,CNY,微信,,,,
qj165954057239115290,2022/8/2 23:29,交通,支出,7,CNY,邮政储蓄,,,,
qj165948779030913004,2022/8/3 8:49,三餐,支出,4.5,CNY,微信,,,,
qj165948779516012953,2022/8/3 8:49,交通,支出,6,CNY,邮政储蓄,,,,
qj165954058519910232,2022/8/3 11:29,交通,支出,6,CNY,邮政储蓄,,,,
qj165954059009410022,2022/8/3 23:29,三餐,支出,20,CNY,邮政储蓄,,,,
qj165954059762711649,2022/8/3 23:29,三餐,支出,16.56,CNY,邮政储蓄,,,,
qj165954091220214350,2022/8/3 23:35,其它,转账,100,CNY,邮政储蓄,基金,,,
qj165962835781512041,2022/8/4 23:52,三餐,支出,2,CNY,微信,,,,
qj165962836178212639,2022/8/4 23:52,三餐,支出,4.5,CNY,微信,,,,
qj165962836731918615,2022/8/4 23:52,交通,支出,6,CNY,微信,,,,
qj165962837342115722,2022/8/4 23:52,交通,支出,6,CNY,微信,,,,
qj165962838280116909,2022/8/4 23:53,三餐,支出,19.99,CNY,邮政储蓄,,,,
qj165962840682015479,2022/8/4 23:53,饮料,支出,6,CNY,邮政储蓄,,,,
qj165962841193219465,2022/8/4 23:53,三餐,支出,10,CNY,微信,,,,
qj165979496306713886,2022/8/5 22:09,交通,支出,6,CNY,微信,,,,
qj165979496410911036,2022/8/5 22:09,交通,支出,6,CNY,邮政储蓄,,,,
qj165979497662811309,2022/8/5 22:09,三餐,支出,6,CNY,微信,,,,
qj165979504842913452,2022/8/5 22:10,三餐,支出,9,CNY,微信,,,,
qj165979522018815655,2022/8/5 22:13,住房,支出,1000,CNY,邮政储蓄,,8月房租+7月水电，+8月水电预付,,
qj165979504028010432,2022/8/5 23:53,三餐,支出,18,CNY,微信,,,,
qj165979517216016444,2022/8/5 23:53,三餐,支出,20,CNY,邮政储蓄,,,,
qj165979524011719438,2022/8/5 23:53,三餐,支出,15,CNY,邮政储蓄,,,,
qj165979524752313076,2022/8/6 22:14,三餐,支出,13,CNY,邮政储蓄,,,,
qj165979525426718938,2022/8/6 22:14,饮料,支出,6,CNY,邮政储蓄,,,,
qj165979527085717916,2022/8/6 22:14,话费网费,支出,50,CNY,邮政储蓄,,米粉卡,,
qj165979527671216710,2022/8/6 22:14,三餐,支出,18,CNY,邮政储蓄,,,,
qj165979527808819840,2022/8/6 22:14,饮料,支出,3,CNY,邮政储蓄,,,,
qj165979534163113041,2022/8/6 22:15,住房,支出,1150,CNY,邮政储蓄,,领航公寓8月25天的房租1150,,
qj165979536758816116,2022/8/6 22:16,其它,支出,12,CNY,邮政储蓄,,扫把和斗,,
qj16597954508559252,2022/8/6 22:17,其它,债务-借入,1000,CNY,阿蕾->邮政储蓄,,领航公寓押金,,
qj165979557219418309,2022/8/6 22:19,日用品,支出,50.6,CNY,花呗,,消毒液+杀虫剂,,
qj165991802899610607,2022/8/7 8:20,饮料,支出,3,CNY,微信,,,,
qj165986903240014816,2022/8/7 18:43,三餐,支出,13,CNY,花呗,,,,
qj165986904211216751,2022/8/7 18:44,饮料,支出,3.5,CNY,花呗,,,,
qj165988121443015771,2022/8/7 22:06,三餐,支出,18,CNY,花呗,,,,
qj165988121747613717,2022/8/7 22:06,水果,支出,7.5,CNY,花呗,,,,
qj165993060394517635,2022/8/8 11:49,交通,支出,6,CNY,邮政储蓄,,,,
qj165993060644312275,2022/8/8 11:50,三餐,支出,7,CNY,邮政储蓄,,,,
qj165997364395616627,2022/8/8 23:47,工资,收入,6478.56,CNY,招商储蓄,,,,
qj165997365371111762,2022/8/8 23:47,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj165997366402216845,2022/8/8 23:47,交通,支出,6,CNY,邮政储蓄,,,,
qj165997370228011062,2022/8/8 23:48,三餐,支出,14,CNY,花呗,,,,
qj165997370444119087,2022/8/8 23:48,饮料,支出,3,CNY,花呗,,,,
qj165997375641214732,2022/8/8 23:49,饮料,支出,6,CNY,邮政储蓄,,,,
qj165997376204111562,2022/8/8 23:49,三餐,支出,5,CNY,邮政储蓄,,,,
qj165997376347119133,2022/8/8 23:49,三餐,支出,14,CNY,邮政储蓄,,,,
qj165997400141119631,2022/8/8 23:53,三餐,支出,15,CNY,邮政储蓄,,,,
qj166000549481313088,2022/8/9 8:38,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj166000551394018249,2022/8/9 8:38,其它,债务-还款,1000,CNY,邮政储蓄->阿蕾,,,,
qj166005520810510053,2022/8/9 22:26,交通,支出,6,CNY,邮政储蓄,,,,
qj166005520883517822,2022/8/9 22:26,交通,支出,6,CNY,邮政储蓄,,,,
qj166005521290917758,2022/8/9 22:26,三餐,支出,20,CNY,邮政储蓄,,,,
qj166005527915018113,2022/8/9 22:27,其它,支出,5.9,CNY,邮政储蓄,,棉被夹,,
qj166005582890410523,2022/8/9 22:37,三餐,支出,4.5,CNY,邮政储蓄,,,,
qj166005616416419837,2022/8/9 22:42,三餐,支出,27,CNY,邮政储蓄,,,,
qj166009255693917067,2022/8/9 22:42,其它,转账,100,CNY,邮政储蓄,基金,,,
qj166009241310115201,2022/8/10 8:46,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj166009248841713533,2022/8/10 8:48,交家长,支出,500,CNY,邮政储蓄,,,,
qj166011954308810777,2022/8/10 16:19,三餐,支出,6,CNY,邮政储蓄,,,,
qj166011954543519167,2022/8/10 16:19,三餐,支出,7.92,CNY,邮政储蓄,,,,
qj166011955104714350,2022/8/10 16:19,交通,支出,6,CNY,邮政储蓄,,,,
qj166013637420017498,2022/8/10 20:59,三餐,支出,19,CNY,邮政储蓄,,,,
qj166013637847410330,2022/8/10 20:59,交通,支出,5,CNY,邮政储蓄,,,,
qj166013638094115066,2022/8/10 20:59,交通,支出,2,CNY,邮政储蓄,,,,
qj166026484941212467,2022/8/10 20:59,其它,转账,100,CNY,邮政储蓄,基金,,,
qj166031993664110855,2022/8/10 23:58,零食,支出,3,CNY,邮政储蓄,,,,
qj166031995865011050,2022/8/10 23:59,三餐,支出,20,CNY,邮政储蓄,,,,
qj166023149375716827,2022/8/11 23:24,日用品,支出,8.9,CNY,邮政储蓄,,粘钩,,
qj166023149664919050,2022/8/11 23:24,交通,支出,6,CNY,邮政储蓄,,,,
qj166023149716912304,2022/8/11 23:24,交通,支出,6,CNY,邮政储蓄,,,,
qj166023152274015583,2022/8/11 23:25,三餐,支出,6,CNY,邮政储蓄,,,,
qj166023152678212420,2022/8/11 23:25,三餐,支出,21,CNY,邮政储蓄,,,,
qj166023153783711708,2022/8/11 23:25,水果,支出,16.8,CNY,邮政储蓄,,,,
qj166023156210710258,2022/8/11 23:26,三餐,支出,35.4,CNY,邮政储蓄,,,,
qj166026459064318527,2022/8/11 23:26,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj166044820013612019,2022/8/11 23:26,三餐,支出,10,CNY,邮政储蓄,,,,
qj166026458697418169,2022/8/12 8:36,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj166026895848915699,2022/8/12 9:49,交通,支出,6,CNY,邮政储蓄,,,,
qj166026896061912551,2022/8/12 9:49,三餐,支出,4,CNY,邮政储蓄,,,,
qj166026896424213524,2022/8/12 9:49,三餐,支出,5,CNY,邮政储蓄,,,,
qj166027866598814552,2022/8/12 12:31,三餐,支出,20,CNY,邮政储蓄,,,,
qj166029506440410479,2022/8/12 17:04,三餐,支出,4.84,CNY,邮政储蓄,,,,
qj166031977825216041,2022/8/12 23:56,交通,支出,6,CNY,邮政储蓄,,,,
qj166031978449713040,2022/8/12 23:56,三餐,支出,32.23,CNY,邮政储蓄,,,,
qj166032004791413653,2022/8/13 0:00,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj166035376662612992,2022/8/13 9:22,三餐,支出,10.5,CNY,邮政储蓄,,,,
qj166035558280513908,2022/8/13 9:53,交通,支出,6,CNY,邮政储蓄,,,,
qj166044394565210016,2022/8/13 10:25,交通,支出,5,CNY,邮政储蓄,,,,
qj166118265932612061,2022/8/13 23:37,交通,支出,1.5,CNY,微信,,,,
qj166044393791416005,2022/8/14 10:25,日用品,支出,10.8,CNY,邮政储蓄,,衣架,,
qj166044423343211833,2022/8/14 10:30,其它,转账,478.66,CNY,招商储蓄,邮政储蓄,,,
qj166044449801913513,2022/8/14 10:34,其它,支出,0.1,CNY,微信,,提现手续费,,
qj166044450422518488,2022/8/14 10:35,其它,转账,0.35,CNY,微信,工商储蓄,,,
qj166044496969311267,2022/8/14 10:42,三餐,支出,7,CNY,邮政储蓄,,,,
qj166044715843917436,2022/8/14 11:19,零食,支出,3.2,CNY,邮政储蓄,,,,
qj166046180725718488,2022/8/14 15:23,快递,支出,11.2,CNY,邮政储蓄,,,,
qj166046856162517005,2022/8/14 17:16,饮料,支出,2,CNY,邮政储蓄,,,,
qj166046857046619349,2022/8/14 17:16,三餐,支出,18,CNY,邮政储蓄,,,,
qj166048800460715948,2022/8/14 22:40,交通,支出,6,CNY,邮政储蓄,,,,
qj166048802210413782,2022/8/14 22:40,运动,支出,15,CNY,邮政储蓄,,南油篮球场散场,,
qj166048803045518667,2022/8/14 22:40,饮料,支出,14.5,CNY,邮政储蓄,,,,
qj166048803273713144,2022/8/14 22:40,三餐,支出,10,CNY,邮政储蓄,,,,
qj166052266747317043,2022/8/14 22:40,交通,支出,6,CNY,邮政储蓄,,,,
qj166053714785116348,2022/8/14 22:40,其它,转账,20,CNY,邮政储蓄,深圳通,,,
qj166061050947217697,2022/8/15 8:41,交通,支出,5.7,CNY,深圳通,,,,
qj166053708125212595,2022/8/15 12:18,三餐,支出,6,CNY,邮政储蓄,,,,
qj166053708459118236,2022/8/15 12:18,三餐,支出,20,CNY,邮政储蓄,,,,
qj166053716035911292,2022/8/15 12:19,交通,支出,5.7,CNY,深圳通,,,,
qj166055242787411896,2022/8/15 16:33,三餐,支出,9,CNY,邮政储蓄,,,,
qj166061050476115443,2022/8/15 16:33,三餐,支出,15,CNY,邮政储蓄,,,,
qj166074037083410243,2022/8/15 20:46,三餐,支出,5,CNY,邮政储蓄,,,,
qj166061130038311163,2022/8/16 8:54,话费网费,支出,30,CNY,邮政储蓄,,,,
qj166063097320717154,2022/8/16 14:22,三餐,支出,9.5,CNY,邮政储蓄,,,,
qj166063097488212222,2022/8/16 14:22,三餐,支出,16,CNY,邮政储蓄,,,,
qj166063098574311937,2022/8/16 14:23,交通,支出,5.7,CNY,深圳通,,,,
qj166063107823714015,2022/8/16 14:24,其它,转账,100,CNY,邮政储蓄,深圳通,,,
qj166064248874316620,2022/8/16 17:34,其它,转账,90,CNY,邮政储蓄,基金,,,
qj166065946450110685,2022/8/16 22:17,交通,支出,5.7,CNY,深圳通,,,,
qj166065947216212205,2022/8/16 22:17,三餐,支出,13.78,CNY,邮政储蓄,,,,
qj166069827770319734,2022/8/17 9:04,交通,支出,5.7,CNY,深圳通,,,,
qj166069829720016578,2022/8/17 9:04,其它,收入,9.61,CNY,支付宝,,,,
qj166069857643811117,2022/8/17 9:09,三餐,支出,8,CNY,邮政储蓄,,,,
qj166071070659114548,2022/8/17 12:31,三餐,支出,20,CNY,邮政储蓄,,,,
qj166073873876912839,2022/8/17 20:18,三餐,支出,19.91,CNY,邮政储蓄,,,,
qj166074037465512467,2022/8/17 20:46,交通,支出,5.7,CNY,深圳通,,,,
qj166074630942018491,2022/8/17 22:25,水果,支出,18,CNY,邮政储蓄,,,,
qj166078579230516939,2022/8/18 9:23,交通,支出,5.7,CNY,深圳通,,,,
qj166078579394917601,2022/8/18 9:23,三餐,支出,8,CNY,邮政储蓄,,,,
qj166079645714013891,2022/8/18 12:20,三餐,支出,20,CNY,邮政储蓄,,,,
qj166082670740217354,2022/8/18 20:45,三餐,支出,63,CNY,邮政储蓄,,,,
qj166082674386814916,2022/8/18 20:45,交通,支出,5.7,CNY,深圳通,,,,
qj166082675064711607,2022/8/18 20:45,饮料,支出,10,CNY,邮政储蓄,,,,
qj166082675888818434,2022/8/18 20:45,其它,转账,10,CNY,邮政储蓄,微信,,,
qj166082676508311142,2022/8/18 20:46,其它,转账,64,CNY,邮政储蓄,微信,,,
qj166092372937115657,2022/8/19 23:42,交通,支出,5.7,CNY,深圳通,,,,
qj166092373032318937,2022/8/19 23:42,交通,支出,5.7,CNY,深圳通,,,,
qj166092373310914857,2022/8/19 23:42,三餐,支出,20,CNY,邮政储蓄,,,,
qj166092374129612518,2022/8/19 23:42,三餐,支出,5,CNY,微信,,,,
qj166092375006310219,2022/8/19 23:42,三餐,支出,22.36,CNY,邮政储蓄,,,,
qj166092375345316493,2022/8/19 23:42,水果,支出,5.4,CNY,微信,,,,
qj166096470203517006,2022/8/20 11:04,三餐,支出,6.5,CNY,微信,,,,
qj166096919881418763,2022/8/20 12:19,日用品,支出,8.9,CNY,微信,,拖鞋,,
qj166096921840914276,2022/8/20 12:20,日用品,支出,9.41,CNY,支付宝,,袜子*3,,
qj166097366430018606,2022/8/20 13:34,三餐,支出,28.26,CNY,邮政储蓄,,,,
qj166097367135216315,2022/8/20 13:34,饮料,支出,3,CNY,邮政储蓄,,,,
qj166099456711911344,2022/8/20 19:22,三餐,支出,15,CNY,微信,,,,
qj166099763509219484,2022/8/20 20:13,日用品,支出,16.8,CNY,微信,,洗洁精,,
qj166106607470810894,2022/8/20 22:08,三餐,支出,7.5,CNY,微信,,,,
qj166106608893217165,2022/8/20 22:08,饮料,支出,4,CNY,微信,,,,
qj166106610268814088,2022/8/20 22:08,三餐,支出,7,CNY,邮政储蓄,,,,
qj166106610754716447,2022/8/21 15:15,三餐,支出,12,CNY,邮政储蓄,,,,
qj166106774464016736,2022/8/21 15:42,三餐,支出,2.9,CNY,邮政储蓄,,饿了么会员,,
qj166106775177316108,2022/8/21 15:42,三餐,支出,22.23,CNY,花呗,,,,
qj166107324793718105,2022/8/21 17:14,理发,支出,35,CNY,邮政储蓄,,,,
qj166108532618413238,2022/8/21 20:35,做饭,支出,13.8,CNY,邮政储蓄,,,,
qj166112621060114979,2022/8/21 20:35,三餐,支出,7,CNY,邮政储蓄,,,,
qj166114203607415387,2022/8/22 12:20,三餐,支出,9,CNY,邮政储蓄,,,,
qj166118261463911512,2022/8/22 23:36,交通,支出,5.7,CNY,深圳通,,,,
qj166118261552516327,2022/8/22 23:36,交通,支出,5.7,CNY,深圳通,,,,
qj166118264698219664,2022/8/22 23:37,交通,支出,1.5,CNY,微信,,,,
qj166118268166416649,2022/8/22 23:38,三餐,支出,23.73,CNY,花呗,,,,
qj166135275471314845,2022/8/22 23:38,三餐,支出,12,CNY,邮政储蓄,,,,
qj166122798306615103,2022/8/23 12:13,三餐,支出,8,CNY,邮政储蓄,,,,
qj166122803922912791,2022/8/23 12:13,三餐,支出,18.69,CNY,花呗,,,,
qj16613530693004168,2022/8/23 22:57,三餐,退款,4.41,CNY,花呗,,,,qj166122803922912791
qj166126755511514913,2022/8/23 23:12,做饭,支出,15.5,CNY,邮政储蓄,,,,
qj166126756375315920,2022/8/23 23:12,饮料,支出,10.8,CNY,邮政储蓄,,,,
qj166126757436717361,2022/8/23 23:12,三餐,支出,8,CNY,邮政储蓄,,,,
qj166126757515314644,2022/8/23 23:12,三餐,支出,7,CNY,邮政储蓄,,,,
qj166126757616018145,2022/8/23 23:12,三餐,支出,3,CNY,邮政储蓄,,,,
qj166126757782015328,2022/8/23 23:12,饮料,支出,4,CNY,邮政储蓄,,,,
qj166126759583413978,2022/8/23 23:13,交通,支出,5.7,CNY,深圳通,,,,
qj166126759719910092,2022/8/23 23:13,交通,支出,5.7,CNY,深圳通,,,,
qj166131017698110376,2022/8/24 11:02,三餐,支出,8.5,CNY,邮政储蓄,,,,
qj166131018073218507,2022/8/24 11:03,交通,支出,5.7,CNY,深圳通,,,,
qj166135243470618617,2022/8/24 22:47,交通,支出,5.7,CNY,深圳通,,,,
qj166135244716516662,2022/8/24 22:47,三餐,支出,17.21,CNY,邮政储蓄,,,,
qj166135246848614107,2022/8/24 22:47,做饭,支出,9.4,CNY,邮政储蓄,,,,
qj166135247037817651,2022/8/24 22:47,做饭,支出,6,CNY,邮政储蓄,,,,
qj166135247667317696,2022/8/24 22:47,饮料,支出,11.8,CNY,邮政储蓄,,,,
qj166135248389811400,2022/8/24 22:48,零食,支出,8.8,CNY,邮政储蓄,,,,
qj166135249072617188,2022/8/24 22:48,其它,转账,100,CNY,邮政储蓄,基金,,,
qj166135254915713028,2022/8/24 22:49,日用品,支出,4.5,CNY,邮政储蓄,,,,
qj166135262715713867,2022/8/24 22:50,三餐,支出,9.5,CNY,邮政储蓄,,,,
qj166143467514118336,2022/8/25 21:37,三餐,支出,6,CNY,邮政储蓄,,,,
qj166143467641618628,2022/8/25 21:37,三餐,支出,2.5,CNY,邮政储蓄,,,,
qj166143468258710374,2022/8/25 21:38,交通,支出,5.7,CNY,深圳通,,,,
qj166143468428113686,2022/8/25 21:38,交通,支出,5.7,CNY,深圳通,,,,
qj166143468498916791,2022/8/25 21:38,交通,支出,1.9,CNY,深圳通,,,,
qj166143468564015632,2022/8/25 21:38,交通,支出,1.9,CNY,深圳通,,,,
qj166143469179518840,2022/8/25 21:38,三餐,支出,9,CNY,邮政储蓄,,,,
qj166143469942811877,2022/8/25 21:38,三餐,支出,15.01,CNY,邮政储蓄,,,,
qj166150678628018066,2022/8/26 17:39,交通,支出,5.7,CNY,深圳通,,,,
qj166150680121212801,2022/8/26 17:40,其它,转账,44,CNY,邮政储蓄,深圳通,,,
qj166150680984219096,2022/8/26 17:40,其它,收入,6,CNY,深圳通,,,,
qj166150693506313676,2022/8/26 17:42,交通,支出,113,CNY,邮政储蓄,,中秋回家高铁票,,
qj166150693836916567,2022/8/26 17:42,三餐,支出,20,CNY,邮政储蓄,,,,
qj166150702048110866,2022/8/26 17:43,三餐,支出,6.5,CNY,邮政储蓄,,,,
qj166152275844818964,2022/8/26 22:05,其它,转账,17.9,CNY,邮政储蓄,民生储蓄,,,
qj166152276637515453,2022/8/26 22:06,三餐,支出,17.83,CNY,民生储蓄,,,,
qj166152277815910794,2022/8/26 22:06,交通,支出,4.75,CNY,深圳通,,,,
qj166152278107811854,2022/8/26 22:06,交通,支出,1.9,CNY,深圳通,,,,
qj166152281058710361,2022/8/26 22:06,水果,支出,15,CNY,邮政储蓄,,,,
qj166160978146115219,2022/8/27 22:16,交通,支出,5.7,CNY,深圳通,,,,
qj166160978251612084,2022/8/27 22:16,交通,支出,5.7,CNY,深圳通,,,,
qj166160979775118743,2022/8/27 22:16,三餐,支出,17,CNY,邮政储蓄,,,,
qj166160980004919604,2022/8/27 22:16,饮料,支出,7,CNY,邮政储蓄,,,,
qj166160980701418602,2022/8/27 22:16,三餐,支出,10,CNY,邮政储蓄,,,,
qj166160982511819209,2022/8/27 22:17,三餐,支出,14.9,CNY,花呗,,,,
qj166160984021816940,2022/8/27 22:17,三餐,支出,12,CNY,邮政储蓄,,,,
qj166160992490517229,2022/8/27 22:18,饮料,支出,4,CNY,邮政储蓄,,,,
qj166165474845111550,2022/8/28 10:45,三餐,支出,6,CNY,邮政储蓄,,,,
qj166165857234610699,2022/8/28 11:49,其它,收入,886,CNY,微信,,瑞祥公寓4012退房押金,,
qj166170395574018348,2022/8/28 12:25,话费网费,支出,600,CNY,微信,,10个月的宽带,,
qj166170396371715462,2022/8/28 12:26,三餐,支出,7,CNY,微信,,,,
qj166170396769311328,2022/8/28 12:26,三餐,支出,5,CNY,微信,,,,
qj166170397056311166,2022/8/28 12:26,饮料,支出,6,CNY,微信,,,,
qj166170397203812738,2022/8/28 12:26,三餐,支出,3,CNY,微信,,,,
qj166168942953610928,2022/8/28 20:23,做饭,支出,11.9,CNY,邮政储蓄,,,,
qj166168943336011297,2022/8/28 20:23,做饭,支出,15.2,CNY,微信,,,,
qj166170394032414380,2022/8/28 20:23,电器数码,支出,30,CNY,微信,,插排,,
qj166177805214813704,2022/8/29 21:00,做饭,支出,44.9,CNY,民生储蓄,,不粘锅,,
qj166177806316316284,2022/8/29 21:01,交通,支出,5.7,CNY,深圳通,,,,
qj166177806432019412,2022/8/29 21:01,交通,支出,5.7,CNY,深圳通,,,,
qj166177809185311713,2022/8/29 21:01,三餐,支出,6.5,CNY,微信,,,,
qj166177817694516358,2022/8/29 21:02,其它,转账,44.9,CNY,邮政储蓄,民生储蓄,,,
qj166177822507813347,2022/8/29 21:03,交通,支出,113,CNY,邮政储蓄,,中秋回来的高铁票,,
qj166177824185718068,2022/8/29 21:04,其它,支出,0.09,CNY,微信,,,,
qj166177826484818483,2022/8/29 21:04,三餐,支出,18.59,CNY,花呗,,,,
qj166190659208313376,2022/8/30 8:43,交通,支出,5.7,CNY,深圳通,,,,
qj166190659978616888,2022/8/30 8:43,交通,支出,5.7,CNY,深圳通,,,,
qj166190660408815955,2022/8/30 8:43,三餐,支出,6.5,CNY,微信,,,,
qj166190665379617698,2022/8/30 8:44,三餐,支出,22,CNY,微信,,,,
qj166190666554615828,2022/8/30 8:44,做饭,支出,14,CNY,微信,,,,
qj166220796537417003,2022/8/30 20:26,三餐,支出,12.9,CNY,花呗,,,,
qj166190667169712261,2022/8/31 8:44,做饭,支出,4.5,CNY,微信,,,,
qj166191008744412227,2022/8/31 9:41,交通,支出,5.7,CNY,深圳通,,,,
qj166191952083614640,2022/8/31 12:18,其它,转账,140,CNY,邮政储蓄,基金,,,
qj166195198438614426,2022/8/31 21:19,交通,支出,5.7,CNY,深圳通,,,,
qj166195198633116963,2022/8/31 21:19,三餐,支出,8,CNY,微信,,,,
qj166195198890710314,2022/8/31 21:19,饮料,支出,8,CNY,微信,,,,
qj166195199536616969,2022/8/31 21:19,做饭,支出,19.5,CNY,微信,,,,
qj166195611092211819,2022/8/31 22:28,其它,转账,50,CNY,微信,深圳通,,,
qj166220790063016260,2022/8/31 22:28,日用品,支出,24.9,CNY,花呗,,洗衣液,,
qj166201372219317312,2022/9/1 14:28,住房,支出,1550,CNY,邮政储蓄,,8月水电+9月房租,,
qj166204603572817626,2022/9/1 23:27,交通,支出,5.7,CNY,深圳通,,,,
qj166204603712412941,2022/9/1 23:27,交通,支出,5.7,CNY,深圳通,,,,
qj166204604584312109,2022/9/1 23:27,三餐,支出,3.5,CNY,微信,,,,
qj166204606683312588,2022/9/1 23:27,饮料,支出,6,CNY,微信,,,,
qj166204607106215269,2022/9/1 23:27,三餐,支出,7.5,CNY,微信,,,,
qj166204607159710026,2022/9/1 23:27,三餐,支出,8,CNY,微信,,,,
qj166204611102819514,2022/9/1 23:28,三餐,支出,19.7,CNY,花呗,,,,
qj166220788029413809,2022/9/1 23:28,其它,转账,40,CNY,花呗,微信,,,
qj166212105478919693,2022/9/2 20:17,交通,支出,5.7,CNY,深圳通,,,,
qj166212105748413549,2022/9/2 20:17,交通,支出,5.7,CNY,深圳通,,,,
qj166212106277317333,2022/9/2 20:17,三餐,支出,3.5,CNY,微信,,,,
qj166212106602813096,2022/9/2 20:17,三餐,支出,20,CNY,微信,,,,
qj166213953959119193,2022/9/2 20:17,三餐,支出,24.9,CNY,邮政储蓄,,,,
qj166220748738719501,2022/9/3 20:18,三餐,支出,7,CNY,微信,,,,
qj166220751762811063,2022/9/3 20:18,日用品,支出,23.8,CNY,微信,,纸巾10包，120抽,,
qj166220752394717016,2022/9/3 20:18,做饭,支出,13.3,CNY,微信,,,,
qj166220753784212538,2022/9/3 20:18,做饭,支出,2,CNY,微信,,,,
qj166220797156912071,2022/9/3 20:26,其它,还款,241.13,CNY,邮政储蓄,花呗,,,
qj166262884969110855,2022/9/3 20:26,三餐,支出,7.99,CNY,邮政储蓄,,,,
qj166260334357711329,2022/9/4 10:15,其它,转账,23.99,CNY,邮政储蓄,民生储蓄,,,
qj166230035067412676,2022/9/4 22:05,三餐,支出,7,CNY,微信,,,,
qj166230035697810548,2022/9/4 22:05,做饭,支出,11,CNY,微信,,,,
qj166230036796316146,2022/9/4 22:06,零食,支出,15.9,CNY,邮政储蓄,,,,
qj166260336381615369,2022/9/4 22:06,三餐,支出,23.9,CNY,民生储蓄,,,,
qj166262873756114372,2022/9/4 22:06,三餐,支出,5.95,CNY,邮政储蓄,,,,
qj166238002721615499,2022/9/5 20:13,三餐,支出,3.5,CNY,微信,,,,
qj166238003427811283,2022/9/5 20:13,三餐,支出,5,CNY,花呗,,,,
qj166238004071312153,2022/9/5 20:14,交通,支出,5.7,CNY,深圳通,,,,
